epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
46,1744.85,0.86768,0.80573,0.99832,0.45752,0.71903,0.60249,0.40529,1.10788,1.10489,1.25773,0.000924352,0.000924352,0.000924352
47,1782.5,0.81438,0.80175,0.98886,0.49426,0.68004,0.61231,0.41105,1.11073,1.1769,1.25183,0.000907848,0.000907848,0.000907848
48,1820.28,0.86794,0.84402,1.02047,0.51959,0.59003,0.57297,0.39276,1.11768,1.12714,1.23699,0.000891345,0.000891345,0.000891345
49,1858.54,0.83223,0.79064,0.97472,0.51887,0.7676,0.63486,0.39423,1.19543,1.19115,1.28796,0.000874842,0.000874842,0.000874842
50,1896.29,0.82278,0.80799,1.00853,0.5059,0.74978,0.62362,0.38635,1.19933,1.05493,1.2936,0.000858338,0.000858338,0.000858338
51,1935.17,0.80742,0.79539,0.97757,0.51043,0.66867,0.60013,0.36454,1.21965,1.04888,1.31543,0.000841835,0.000841835,0.000841835
52,1974.97,0.82014,0.7563,0.99707,0.4783,0.66867,0.60081,0.36752,1.20689,1.06679,1.32023,0.000825332,0.000825332,0.000825332
53,2014.06,0.80765,0.76257,0.96848,0.56813,0.59715,0.62109,0.38598,1.1383,1.08202,1.26904,0.000808828,0.000808828,0.000808828
54,2053.6,0.82032,0.76878,0.98463,0.59533,0.5933,0.61765,0.39918,1.08063,0.98041,1.21159,0.000792325,0.000792325,0.000792325
55,2092.71,0.86011,0.79442,0.98244,0.53639,0.6696,0.62864,0.40575,1.10762,0.97243,1.23976,0.000775822,0.000775822,0.000775822
56,2131.78,0.79073,0.71723,0.95914,0.51157,0.69964,0.62454,0.3994,1.13555,0.99244,1.24066,0.000759318,0.000759318,0.000759318
57,2170.9,0.83306,0.76174,0.99929,0.50937,0.69964,0.60743,0.3779,1.17668,1.01062,1.27703,0.000742815,0.000742815,0.000742815
58,2210.16,0.78877,0.74938,0.98609,0.52811,0.70611,0.63778,0.38435,1.18443,0.96626,1.28302,0.000726312,0.000726312,0.000726312
59,2249.15,0.80838,0.74177,0.98754,0.53524,0.74549,0.66222,0.41507,1.16516,1.00811,1.28292,0.000709809,0.000709809,0.000709809
60,2288.15,0.79158,0.68671,0.98162,0.5021,0.66711,0.66362,0.41637,1.15308,1.11631,1.26542,0.000693305,0.000693305,0.000693305
61,2327.17,0.7861,0.70995,0.96986,0.53738,0.67357,0.65456,0.41449,1.13737,0.99353,1.24872,0.000676802,0.000676802,0.000676802
62,2366.18,0.81181,0.70274,0.9738,0.47616,0.78775,0.63512,0.40423,1.12977,1.01795,1.25801,0.000660299,0.000660299,0.000660299
63,2405.37,0.77734,0.71121,0.96186,0.49515,0.77069,0.64564,0.40289,1.12636,0.99265,1.25025,0.000643795,0.000643795,0.000643795
64,2444.63,0.70456,0.66588,0.93874,0.54397,0.78075,0.67419,0.41565,1.12727,0.9157,1.24137,0.000627292,0.000627292,0.000627292
65,2483.74,0.77977,0.72468,0.98123,0.53795,0.76939,0.63646,0.39602,1.21684,0.94271,1.27645,0.000610789,0.000610789,0.000610789
66,2522.74,0.7581,0.66207,0.95797,0.52548,0.75312,0.63901,0.40249,1.20782,0.95396,1.27706,0.000594286,0.000594286,0.000594286
67,2561.85,0.76446,0.69609,0.95556,0.54245,0.77353,0.63837,0.41507,1.1744,0.94375,1.26563,0.000577782,0.000577782,0.000577782
68,2600.98,0.74397,0.67923,0.92451,0.55882,0.70588,0.62746,0.40799,1.12481,0.97838,1.25932,0.000561279,0.000561279,0.000561279
69,2639.98,0.73914,0.69251,0.94358,0.49814,0.73529,0.60636,0.39155,1.13717,1.08261,1.26637,0.000544776,0.000544776,0.000544776
70,2679.08,0.79674,0.67894,0.97314,0.53803,0.69153,0.60451,0.38353,1.1285,1.07342,1.2845,0.000528272,0.000528272,0.000528272
71,2718.25,0.7317,0.65945,0.95212,0.50314,0.73957,0.60369,0.38866,1.10124,1.06703,1.27719,0.000511769,0.000511769,0.000511769
72,2757.42,0.6779,0.61098,0.92295,0.48425,0.74822,0.59449,0.37148,1.10856,1.17171,1.26941,0.000495266,0.000495266,0.000495266
73,2796.44,0.69231,0.65016,0.94983,0.49092,0.74978,0.59697,0.37375,1.11708,1.18189,1.27066,0.000478762,0.000478762,0.000478762
74,2835.41,0.72712,0.6283,0.96087,0.51451,0.74978,0.6235,0.40136,1.07945,1.07348,1.24146,0.000462259,0.000462259,0.000462259
75,2874.43,0.76205,0.6794,0.97815,0.53913,0.6585,0.62676,0.39766,1.09311,1.12139,1.25436,0.000445756,0.000445756,0.000445756
76,2913.73,0.70369,0.61988,0.93064,0.58378,0.67023,0.65788,0.40536,1.08512,1.14912,1.2475,0.000429253,0.000429253,0.000429253
77,2952.8,0.73015,0.65188,0.94196,0.55121,0.68004,0.65096,0.4016,1.08366,1.19736,1.24759,0.000412749,0.000412749,0.000412749
78,2991.78,0.70165,0.61362,0.94975,0.59617,0.6914,0.65899,0.39833,1.09336,1.19077,1.26008,0.000396246,0.000396246,0.000396246
79,3030.99,0.69857,0.63513,0.93276,0.612,0.66865,0.67332,0.40456,1.09445,1.11159,1.27294,0.000379743,0.000379743,0.000379743
80,3070.08,0.68912,0.62233,0.94467,0.6548,0.68004,0.6809,0.40811,1.08881,1.07415,1.29031,0.000363239,0.000363239,0.000363239
81,3109.3,0.6866,0.60723,0.93006,0.63657,0.71413,0.67253,0.40474,1.0827,1.11461,1.26425,0.000346736,0.000346736,0.000346736
82,3148.32,0.69296,0.61682,0.94214,0.65064,0.66867,0.65429,0.40061,1.09274,1.1619,1.26497,0.000330233,0.000330233,0.000330233
83,3187.27,0.69401,0.60169,0.95294,0.5784,0.64594,0.60843,0.40075,1.09205,1.08415,1.2649,0.000313729,0.000313729,0.000313729
84,3226.3,0.69688,0.58916,0.92881,0.55344,0.65731,0.60395,0.39518,1.0893,1.08324,1.26181,0.000297226,0.000297226,0.000297226
85,3265.26,0.68476,0.59831,0.92348,0.5457,0.6914,0.61191,0.39483,1.06576,1.11892,1.25915,0.000280723,0.000280723,0.000280723
86,3304.14,0.72703,0.63101,0.9497,0.56225,0.68004,0.61346,0.39923,1.06411,1.11273,1.26523,0.00026422,0.00026422,0.00026422
87,3343.36,0.69635,0.61563,0.95485,0.58188,0.69312,0.63066,0.40056,1.06968,1.0735,1.26497,0.000247716,0.000247716,0.000247716
88,3382.11,0.68751,0.60172,0.95012,0.59397,0.6914,0.63892,0.3952,1.08058,1.08497,1.25939,0.000231213,0.000231213,0.000231213
89,3421.07,0.64691,0.57936,0.91279,0.57649,0.68494,0.61612,0.39102,1.06736,1.12542,1.24899,0.00021471,0.00021471,0.00021471
90,3460.05,0.70807,0.5858,0.91721,0.54197,0.68787,0.61397,0.39431,1.05492,1.12692,1.2427,0.000198206,0.000198206,0.000198206
91,3498.66,0.63665,0.58693,0.89739,0.54914,0.68004,0.61091,0.39252,1.04825,1.10878,1.23218,0.000181703,0.000181703,0.000181703
92,3537.25,0.6412,0.57719,0.90183,0.53593,0.70276,0.61421,0.39248,1.05611,1.06313,1.2264,0.0001652,0.0001652,0.0001652
93,3575.79,0.64368,0.57903,0.91054,0.54569,0.68004,0.61711,0.39278,1.05339,1.04309,1.22681,0.000148696,0.000148696,0.000148696
94,3614.39,0.62951,0.5772,0.90516,0.50409,0.70855,0.60711,0.3903,1.03612,1.0675,1.21782,0.000132193,0.000132193,0.000132193
95,3653.62,0.60922,0.56459,0.89004,0.51614,0.70896,0.60412,0.38602,1.03198,1.10021,1.2154,0.00011569,0.00011569,0.00011569
96,3692.35,0.59174,0.5331,0.87934,0.52745,0.71413,0.60707,0.38605,1.03419,1.10292,1.21869,9.91865e-05,9.91865e-05,9.91865e-05
97,3730.56,0.58091,0.53678,0.87317,0.56488,0.6914,0.6097,0.38778,1.03996,1.08572,1.22584,8.26832e-05,8.26832e-05,8.26832e-05
98,3769.06,0.60314,0.54312,0.90083,0.55455,0.6914,0.6067,0.39097,1.05236,1.05574,1.23454,6.61799e-05,6.61799e-05,6.61799e-05
99,3807.72,0.59895,0.5215,0.88224,0.57858,0.6914,0.61196,0.39399,1.04907,1.03668,1.23483,4.96766e-05,4.96766e-05,4.96766e-05
100,3846.3,0.58587,0.5229,0.8733,0.59717,0.6914,0.61299,0.39237,1.05557,1.03866,1.24114,3.31733e-05,3.31733e-05,3.31733e-05
